Age_Group,Skin_Type,Skin_Subtype,Sensitivity,Concern,Internal_Type,Ingredients,Concentrations,Effects,Treatment_Profile
37-45,Normal,Normal to Oily,Yes,Acne,Cystic,Benzoyl Peroxide + Niacinamide + Azelaic Acid,2.5% + 5% + 10%,"Kills acne-causing bacteria, Reduces inflammation and regulates sebum, Reduces acne and improves skin texture","Benzoyl Peroxide(2.5%) + Niacinamide(5%) + Azelaic Acid(10%) -> Kills acne-causing bacteria, Reduces inflammation and regulates sebum, Reduces acne and improves skin texture"
37-45,Normal,Normal to Oily,Yes,Dark Circles,Pigmented,Caffeine + Licorice Extract + Niacinamide,3% + 2% + 5%,"Reduces puffiness and improves circulation, Lightens dark spots and evens skin tone, Reduces inflammation and regulates sebum","Caffeine(3%) + Licorice Extract(2%) + Niacinamide(5%) -> Reduces puffiness and improves circulation, Lightens dark spots and evens skin tone, Reduces inflammation and regulates sebum"
37-45,Normal,Normal to Oily,Yes,Dark Circles,Vascular,Vitamin C + Caffeine + Hyaluronic Acid,10% + 3% + 1%,"Brightens skin and reduces pigmentation, Improves blood circulation under eyes, Hydrates and plumps the skin","Vitamin C(10%) + Caffeine(3%) + Hyaluronic Acid(1%) -> Brightens skin and reduces pigmentation, Improves blood circulation under eyes, Hydrates and plumps the skin"
37-45,Normal,Normal to Oily,Yes,Dark Spots,General,Licorice Extract + Kojic Acid + Alpha Arbutin,2% + 1% + 2%,"Lightens dark spots and evens skin tone, Lightens pigmentation and skin discoloration, Reduces hyperpigmentation and dark spots","Licorice Extract(2%) + Kojic Acid(1%) + Alpha Arbutin(2%) -> Lightens dark spots and evens skin tone, Lightens pigmentation and skin discoloration, Reduces hyperpigmentation and dark spots"
37-45,Normal,Normal to Oily,Yes,Dullness,General,Vitamin C + Lactic Acid + Green Tea Extract,10% + 3% + 1%,"Brightens skin and reduces pigmentation, Gently exfoliates and improves skin radiance, Provides antioxidant and anti-inflammatory benefits","Vitamin C(10%) + Lactic Acid(3%) + Green Tea Extract(1%) -> Brightens skin and reduces pigmentation, Gently exfoliates and improves skin radiance, Provides antioxidant and anti-inflammatory benefits"
37-45,Normal,Normal to Oily,Yes,Hyperpigmentation,General,Niacinamide + Alpha Arbutin + Licorice Extract,5% + 2% + 2%,"Reduces inflammation and regulates sebum, Reduces hyperpigmentation and dark spots, Lightens dark spots and evens skin tone","Niacinamide(5%) + Alpha Arbutin(2%) + Licorice Extract(2%) -> Reduces inflammation and regulates sebum, Reduces hyperpigmentation and dark spots, Lightens dark spots and evens skin tone"
37-45,Normal,Normal to Oily,Yes,Open Pores,General,Clay + Niacinamide + Green Tea Extract,5% + 3% + 1%,"Absorbs excess oil and tightens pores, Reduces inflammation and regulates sebum, Provides antioxidant and anti-inflammatory benefits","Clay(5%) + Niacinamide(3%) + Green Tea Extract(1%) -> Absorbs excess oil and tightens pores, Reduces inflammation and regulates sebum, Provides antioxidant and anti-inflammatory benefits"
37-45,Normal,Normal to Oily,Yes,Redness,General,Green Tea Extract + Centella Asiatica + Chamomile Extract,3% + 1% + 1%,"Provides antioxidant and anti-inflammatory benefits, Soothes irritation and repairs skin barrier, Calms redness and irritation","Green Tea Extract(3%) + Centella Asiatica(1%) + Chamomile Extract(1%) -> Provides antioxidant and anti-inflammatory benefits, Soothes irritation and repairs skin barrier, Calms redness and irritation"
37-45,Normal,Normal to Oily,Yes,Sun Tan,General,Aloe Vera + Alpha Arbutin + Vitamin C,2% + 10% + 1%,"Soothes and hydrates irritated skin, Reduces hyperpigmentation and dark spots, Brightens skin and reduces pigmentation","Aloe Vera(2%) + Alpha Arbutin(10%) + Vitamin C(1%) -> Soothes and hydrates irritated skin, Reduces hyperpigmentation and dark spots, Brightens skin and reduces pigmentation"
37-45,Normal,Normal to Oily,Yes,Whiteheads / Blackheads,General,Salicylic Acid + Willow Bark Extract + Niacinamide,2% + 5% + 1%,"Unclogs pores and removes excess oil, Naturally exfoliates and clears pores, Reduces inflammation and regulates sebum","Salicylic Acid(2%) + Willow Bark Extract(5%) + Niacinamide(1%) -> Unclogs pores and removes excess oil, Naturally exfoliates and clears pores, Reduces inflammation and regulates sebum"
37-45,Normal,Normal to Oily,Yes,Wrinkles,General,Retinol + Niacinamide + Hyaluronic Acid,0.1% + 5% + 1%,"Stimulates collagen production and reduces wrinkles, Reduces inflammation and regulates sebum, Hydrates and plumps the skin","Retinol(0.1%) + Niacinamide(5%) + Hyaluronic Acid(1%) -> Stimulates collagen production and reduces wrinkles, Reduces inflammation and regulates sebum, Hydrates and plumps the skin"
37-45,Normal,Normal to Oily,No,Acne,Comedonal,Azelaic Acid + Niacinamide + Benzoyl Peroxide,10% + 5% + 2.5%,"Reduces acne and improves skin texture, Reduces inflammation and regulates sebum, Kills acne-causing bacteria","Azelaic Acid(10%) + Niacinamide(5%) + Benzoyl Peroxide(2.5%) -> Reduces acne and improves skin texture, Reduces inflammation and regulates sebum, Kills acne-causing bacteria"
37-45,Normal,Normal to Oily,No,Acne,Inflammatory,Niacinamide + Green Tea Extract + Zinc PCA,5% + 3% + 1%,"Reduces inflammation and regulates sebum, Provides antioxidant and anti-inflammatory benefits, Controls sebum production","Niacinamide(5%) + Green Tea Extract(3%) + Zinc PCA(1%) -> Reduces inflammation and regulates sebum, Provides antioxidant and anti-inflammatory benefits, Controls sebum production"
37-45,Normal,Normal to Oily,No,Acne,Fungal,Benzoyl Peroxide + Green Tea Extract + Azelaic Acid,2.5% + 3% + 10%,"Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits, Reduces acne and improves skin texture","Benzoyl Peroxide(2.5%) + Green Tea Extract(3%) + Azelaic Acid(10%) -> Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits, Reduces acne and improves skin texture"
37-45,Normal,Normal to Oily,No,Acne,Cystic,Azelaic Acid + Zinc PCA + Salicylic Acid,10% + 2% + 1%,"Reduces acne and improves skin texture, Controls sebum production, Unclogs pores and removes excess oil","Azelaic Acid(10%) + Zinc PCA(2%) + Salicylic Acid(1%) -> Reduces acne and improves skin texture, Controls sebum production, Unclogs pores and removes excess oil"
37-45,Normal,Normal to Oily,No,Dark Circles,Pigmented,Vitamin C + Caffeine + Licorice Extract,10% + 3% + 2%,"Brightens skin and reduces pigmentation, Improves blood circulation under eyes, Lightens dark spots and evens skin tone","Vitamin C(10%) + Caffeine(3%) + Licorice Extract(2%) -> Brightens skin and reduces pigmentation, Improves blood circulation under eyes, Lightens dark spots and evens skin tone"
37-45,Normal,Normal to Oily,No,Dark Circles,Vascular,Licorice Extract + Caffeine + Caffeine,2% + 3% + 3%,"Lightens dark spots and evens skin tone, Improves blood circulation under eyes, Reduces puffiness and improves circulation","Licorice Extract(2%) + Caffeine(3%) + Caffeine(3%) -> Lightens dark spots and evens skin tone, Improves blood circulation under eyes, Reduces puffiness and improves circulation"
37-45,Normal,Normal to Oily,No,Dark Spots,General,Kojic Acid + Licorice Extract + Vitamin C,1% + 2% + 10%,"Lightens pigmentation and skin discoloration, Lightens dark spots and evens skin tone, Brightens skin and reduces pigmentation","Kojic Acid(1%) + Licorice Extract(2%) + Vitamin C(10%) -> Lightens pigmentation and skin discoloration, Lightens dark spots and evens skin tone, Brightens skin and reduces pigmentation"
37-45,Normal,Normal to Oily,No,Dullness,General,Niacinamide + Hyaluronic Acid + Green Tea Extract,5% + 1% + 3%,"Reduces inflammation and regulates sebum, Hydrates and plumps the skin, Provides antioxidant and anti-inflammatory benefits","Niacinamide(5%) + Hyaluronic Acid(1%) + Green Tea Extract(3%) -> Reduces inflammation and regulates sebum, Hydrates and plumps the skin, Provides antioxidant and anti-inflammatory benefits"
37-45,Normal,Normal to Oily,No,Hyperpigmentation,General,Vitamin C + Tranexamic Acid + Alpha Arbutin,10% + 2% + 2%,"Brightens skin and reduces pigmentation, Reduces melanin production and pigmentation, Reduces hyperpigmentation and dark spots","Vitamin C(10%) + Tranexamic Acid(2%) + Alpha Arbutin(2%) -> Brightens skin and reduces pigmentation, Reduces melanin production and pigmentation, Reduces hyperpigmentation and dark spots"
37-45,Normal,Normal to Oily,No,Open Pores,General,Salicylic Acid + Clay + Azelaic Acid,2% + 10% + 1%,"Unclogs pores and removes excess oil, Absorbs excess oil and tightens pores, Reduces acne and improves skin texture","Salicylic Acid(2%) + Clay(10%) + Azelaic Acid(1%) -> Unclogs pores and removes excess oil, Absorbs excess oil and tightens pores, Reduces acne and improves skin texture"
37-45,Normal,Normal to Oily,No,Redness,General,Green Tea Extract + Chamomile Extract + Niacinamide,3% + 5% + 1%,"Provides antioxidant and anti-inflammatory benefits, Calms redness and irritation, Reduces inflammation and regulates sebum","Green Tea Extract(3%) + Chamomile Extract(5%) + Niacinamide(1%) -> Provides antioxidant and anti-inflammatory benefits, Calms redness and irritation, Reduces inflammation and regulates sebum"
37-45,Normal,Normal to Oily,No,Sun Tan,General,Alpha Arbutin + Licorice Extract + Niacinamide,2% + 2% + 5%,"Reduces hyperpigmentation and dark spots, Lightens dark spots and evens skin tone, Reduces inflammation and regulates sebum","Alpha Arbutin(2%) + Licorice Extract(2%) + Niacinamide(5%) -> Reduces hyperpigmentation and dark spots, Lightens dark spots and evens skin tone, Reduces inflammation and regulates sebum"
37-45,Normal,Normal to Oily,No,Whiteheads / Blackheads,General,Salicylic Acid + Glycolic Acid + Niacinamide,2% + 5% + 1%,"Unclogs pores and removes excess oil, Exfoliates dead skin cells and smooths skin, Reduces inflammation and regulates sebum","Salicylic Acid(2%) + Glycolic Acid(5%) + Niacinamide(1%) -> Unclogs pores and removes excess oil, Exfoliates dead skin cells and smooths skin, Reduces inflammation and regulates sebum"
37-45,Normal,Normal to Oily,No,Wrinkles,General,Niacinamide + Peptides + Coenzyme Q10,5% + 1% + 1%,"Reduces inflammation and regulates sebum, Improves skin elasticity and firmness, Provides antioxidant protection and supports skin repair","Niacinamide(5%) + Peptides(1%) + Coenzyme Q10(1%) -> Reduces inflammation and regulates sebum, Improves skin elasticity and firmness, Provides antioxidant protection and supports skin repair"
37-45,Dry,Dry to Normal,Yes,Acne,Comedonal,Salicylic Acid + Niacinamide + Green Tea Extract,2% + 5% + 3%,"Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum, Provides antioxidant and anti-inflammatory benefits","Salicylic Acid(2%) + Niacinamide(5%) + Green Tea Extract(3%) -> Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum, Provides antioxidant and anti-inflammatory benefits"
37-45,Dry,Dry to Normal,Yes,Acne,Inflammatory,Niacinamide + Green Tea Extract + Zinc PCA,5% + 3% + 1%,"Reduces inflammation and regulates sebum, Provides antioxidant and anti-inflammatory benefits, Controls sebum production","Niacinamide(5%) + Green Tea Extract(3%) + Zinc PCA(1%) -> Reduces inflammation and regulates sebum, Provides antioxidant and anti-inflammatory benefits, Controls sebum production"
37-45,Dry,Dry to Normal,Yes,Acne,Fungal,Green Tea Extract + Zinc PCA + Benzoyl Peroxide,3% + 2.5% + 1%,"Provides antioxidant and anti-inflammatory benefits, Controls sebum production, Kills acne-causing bacteria","Green Tea Extract(3%) + Zinc PCA(2.5%) + Benzoyl Peroxide(1%) -> Provides antioxidant and anti-inflammatory benefits, Controls sebum production, Kills acne-causing bacteria"
37-45,Dry,Dry to Normal,Yes,Acne,Cystic,Benzoyl Peroxide + Niacinamide + Salicylic Acid,2.5% + 5% + 2%,"Kills acne-causing bacteria, Reduces inflammation and regulates sebum, Unclogs pores and removes excess oil","Benzoyl Peroxide(2.5%) + Niacinamide(5%) + Salicylic Acid(2%) -> Kills acne-causing bacteria, Reduces inflammation and regulates sebum, Unclogs pores and removes excess oil"
37-45,Dry,Dry to Normal,Yes,Dark Circles,Pigmented,Caffeine + Hyaluronic Acid + Licorice Extract,3% + 1% + 2%,"Improves blood circulation under eyes, Hydrates and plumps the skin, Lightens dark spots and evens skin tone","Caffeine(3%) + Hyaluronic Acid(1%) + Licorice Extract(2%) -> Improves blood circulation under eyes, Hydrates and plumps the skin, Lightens dark spots and evens skin tone"
37-45,Dry,Dry to Normal,Yes,Dark Circles,Vascular,Caffeine + Niacinamide + Licorice Extract,3% + 5% + 2%,"Reduces puffiness and improves circulation, Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone","Caffeine(3%) + Niacinamide(5%) + Licorice Extract(2%) -> Reduces puffiness and improves circulation, Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone"
37-45,Dry,Dry to Normal,Yes,Dark Spots,General,Alpha Arbutin + Vitamin C + Licorice Extract,2% + 10% + 2%,"Reduces hyperpigmentation and dark spots, Brightens skin and reduces pigmentation, Lightens dark spots and evens skin tone","Alpha Arbutin(2%) + Vitamin C(10%) + Licorice Extract(2%) -> Reduces hyperpigmentation and dark spots, Brightens skin and reduces pigmentation, Lightens dark spots and evens skin tone"
37-45,Dry,Dry to Normal,Yes,Dullness,General,Niacinamide + Vitamin C + Green Tea Extract,5% + 10% + 3%,"Reduces inflammation and regulates sebum, Brightens skin and reduces pigmentation, Provides antioxidant and anti-inflammatory benefits","Niacinamide(5%) + Vitamin C(10%) + Green Tea Extract(3%) -> Reduces inflammation and regulates sebum, Brightens skin and reduces pigmentation, Provides antioxidant and anti-inflammatory benefits"
37-45,Dry,Dry to Normal,Yes,Hyperpigmentation,General,Tranexamic Acid + Licorice Extract + Niacinamide,2% + 2% + 5%,"Reduces melanin production and pigmentation, Lightens dark spots and evens skin tone, Reduces inflammation and regulates sebum","Tranexamic Acid(2%) + Licorice Extract(2%) + Niacinamide(5%) -> Reduces melanin production and pigmentation, Lightens dark spots and evens skin tone, Reduces inflammation and regulates sebum"
37-45,Dry,Dry to Normal,Yes,Open Pores,General,Clay + Green Tea Extract + Niacinamide,3% + 5% + 1%,"Absorbs excess oil and tightens pores, Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum","Clay(3%) + Green Tea Extract(5%) + Niacinamide(1%) -> Absorbs excess oil and tightens pores, Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum"
37-45,Dry,Dry to Normal,Yes,Redness,General,Green Tea Extract + Niacinamide + Centella Asiatica,3% + 5% + 1%,"Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum, Soothes irritation and repairs skin barrier","Green Tea Extract(3%) + Niacinamide(5%) + Centella Asiatica(1%) -> Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum, Soothes irritation and repairs skin barrier"
37-45,Dry,Dry to Normal,Yes,Sun Tan,General,Aloe Vera + Licorice Extract + Alpha Arbutin,2% + 2% + 1%,"Soothes and hydrates irritated skin, Lightens dark spots and evens skin tone, Reduces hyperpigmentation and dark spots","Aloe Vera(2%) + Licorice Extract(2%) + Alpha Arbutin(1%) -> Soothes and hydrates irritated skin, Lightens dark spots and evens skin tone, Reduces hyperpigmentation and dark spots"
37-45,Dry,Dry to Normal,Yes,Whiteheads / Blackheads,General,Salicylic Acid + Zinc PCA + Niacinamide,2% + 5% + 1%,"Unclogs pores and removes excess oil, Controls sebum production, Reduces inflammation and regulates sebum","Salicylic Acid(2%) + Zinc PCA(5%) + Niacinamide(1%) -> Unclogs pores and removes excess oil, Controls sebum production, Reduces inflammation and regulates sebum"
37-45,Dry,Dry to Normal,Yes,Wrinkles,General,Niacinamide + Coenzyme Q10 + Hyaluronic Acid,5% + 1% + 1%,"Reduces inflammation and regulates sebum, Provides antioxidant protection and supports skin repair, Hydrates and plumps the skin","Niacinamide(5%) + Coenzyme Q10(1%) + Hyaluronic Acid(1%) -> Reduces inflammation and regulates sebum, Provides antioxidant protection and supports skin repair, Hydrates and plumps the skin"
37-45,Dry,Dry to Normal,No,Acne,Comedonal,Zinc PCA + Benzoyl Peroxide + Green Tea Extract,2.5% + 3% + 1%,"Controls sebum production, Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits","Zinc PCA(2.5%) + Benzoyl Peroxide(3%) + Green Tea Extract(1%) -> Controls sebum production, Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits"
